,hero_name,position,facet,matches,build_win_rate,talents,abilities,starting,common_late,early,mid,late,core
171,Disruptor,Hard Support,KINETIC FENCE,46,35,"[1, 0, 1]","['Thunder Strike', 'Glimpse', 'Glimpse', '', 'Glimpse', 'Static Storm', 'Glimpse', 'Thunder Strike', 'Thunder Strike', 'Thunder Strike']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Magic Stick', 'Iron Branch', 'Enchanted Mango', 'Faerie Fire', 'Observer and Sentry Wards', 'Circlet', 'Iron Branch', 'Clarity', 'Iron Branch']","['Arcane Boots', ""Aghanim's Scepter"", 'Glimmer Cape', 'Tiara of Selemene', 'Magic Wand', 'Blink Dagger']","['Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Wind Lace', 'Arcane Boots']","['Force Staff', 'Glimmer Cape', ""Aghanim's Shard"", 'Aether Lens', 'Ghost Scepter', 'Blink Dagger', ""Aghanim's Scepter""]","[""Linken's Sphere"", 'Tiara of Selemene', 'Refresher Orb']","['Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Wind Lace', 'Arcane Boots', 'Glimmer Cape']"
172,Doom,Offlane,GLUTTONY,897,50,"[0, 1, 1, 1]","['Scorched Earth', 'Devour', 'Scorched Earth', 'Infernal Blade', 'Scorched Earth', 'Doom', 'Scorched Earth', 'Devour', 'Devour', 'Devour']","['Tango', 'Circlet', 'Quelling Blade', 'Gauntlets of Strength', 'Iron Branch', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Gauntlets of Strength', 'Magic Wand', 'Ring of Protection']","['Black King Bar', ""Shiva's Guard"", 'Octarine Core', 'Blink Dagger', 'Refresher Orb', 'Phase Boots']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Wind Lace', 'Phase Boots', 'Helm of Iron Will', 'Hand of Midas']","['Veil of Discord', 'Blink Dagger', ""Shiva's Guard"", 'Tiara of Selemene', ""Aghanim's Shard"", 'Black King Bar', 'Octarine Core', ""Eul's Scepter of Divinity"", 'Boots of Travel']","[""Aghanim's Scepter"", 'Refresher Orb', 'Wind Waker', 'Overwhelming Blink', 'Boots of Travel 2']","['Bracer', 'Boots of Speed', 'Magic Wand', 'Wind Lace', 'Helm of Iron Will', 'Phase Boots', 'Hand of Midas', 'Veil of Discord', 'Blink Dagger', ""Shiva's Guard"", 'Black King Bar', ""Aghanim's Shard"", 'Tiara of Selemene', 'Octarine Core', 'Boots of Travel', ""Aghanim's Scepter"", 'Refresher Orb', 'Overwhelming Blink']"
173,Doom,Offlane,GLUTTONY,48,27,"[0, 1, 1]","['Scorched Earth', 'Infernal Blade', 'Scorched Earth', 'Devour', 'Scorched Earth', 'Doom', 'Scorched Earth', 'Devour', 'Devour', 'Devour']","['Tango', 'Quelling Blade', 'Circlet', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Faerie Fire', 'Iron Branch', 'Wind Lace', 'Gauntlets of Strength']","['Power Treads', 'Ghost Scepter', 'Orchid Malevolence', 'Silver Edge', 'Wind Waker']",[],"['Radiance', 'Blade Mail', 'Spirit Vessel', 'Boots of Bearing', ""Aghanim's Shard"", 'Crimson Guard', 'Orchid Malevolence', 'Pipe of Insight', 'Lotus Orb']","['Silver Edge', 'Wind Waker']","['Bracer', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Hand of Midas']"
174,Doom,Offlane,DEVIL'S BARGAIN,500,46,"[0, 1, 1, 1]","['Scorched Earth', 'Infernal Blade', 'Scorched Earth', 'Devour', 'Scorched Earth', 'Doom', 'Scorched Earth', 'Devour', 'Devour', 'Devour']","['Circlet', 'Tango', 'Gauntlets of Strength', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength', 'Quelling Blade', 'Magic Stick', 'Circlet', 'Iron Branch', 'Magic Wand']","['Black King Bar', ""Shiva's Guard"", 'Octarine Core', 'Blink Dagger', 'Refresher Orb', 'Phase Boots']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Wind Lace', 'Phase Boots', 'Null Talisman']","['Helm of Iron Will', 'Hand of Midas', 'Veil of Discord', 'Blink Dagger', ""Shiva's Guard"", 'Black King Bar', ""Aghanim's Shard"", 'Tiara of Selemene', ""Eul's Scepter of Divinity"", 'Octarine Core', 'Boots of Travel']","[""Aghanim's Scepter"", 'Refresher Orb', 'Overwhelming Blink', 'Boots of Travel 2']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Wind Lace', 'Phase Boots', 'Hand of Midas', 'Veil of Discord', 'Blink Dagger', ""Shiva's Guard"", 'Black King Bar', ""Aghanim's Shard"", 'Helm of Iron Will', 'Tiara of Selemene', 'Octarine Core', 'Refresher Orb']"
175,Doom,Support,GLUTTONY,97,36,"[0, 1, 1, 1]","['Scorched Earth', 'Devour', 'Scorched Earth', 'Infernal Blade', 'Scorched Earth', 'Doom', 'Scorched Earth', 'Devour', 'Devour', 'Devour']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Observer and Sentry Wards', 'Wind Lace', 'Boots of Speed', 'Iron Branch', 'Iron Branch', 'Circlet', 'Magic Stick', 'Observer Ward', 'Faerie Fire', 'Iron Branch', 'Ring of Protection', 'Gauntlets of Strength']","[""Shiva's Guard"", 'Black King Bar', 'Blink Dagger', 'Phase Boots', 'Boots of Bearing', 'Refresher Orb']","['Boots of Speed', 'Wind Lace', 'Ring of Basilius', 'Magic Wand', 'Tranquil Boots', 'Urn of Shadows', 'Arcane Boots', 'Phase Boots']","['Hand of Midas', 'Drum of Endurance', 'Spirit Vessel', 'Blink Dagger', 'Veil of Discord', 'Helm of Iron Will', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Black King Bar', 'Boots of Bearing', ""Shiva's Guard"", 'Crimson Guard', 'Boots of Travel', 'Octarine Core']",['Refresher Orb'],"['Boots of Speed', 'Wind Lace', 'Magic Wand', 'Drum of Endurance', 'Tranquil Boots', 'Phase Boots', 'Blink Dagger', 'Black King Bar', 'Arcane Boots', ""Shiva's Guard"", ""Aghanim's Shard"", 'Helm of Iron Will', 'Veil of Discord']"
176,Doom,Hard Support,GLUTTONY,46,41,"[0, 1, 1]","['Devour', 'Scorched Earth', 'Scorched Earth', 'Infernal Blade', 'Scorched Earth', 'Doom', 'Scorched Earth', 'Devour', 'Devour', 'Devour']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Iron Branch', 'Wind Lace', 'Observer and Sentry Wards', 'Magic Stick', 'Circlet', 'Faerie Fire', 'Iron Branch', 'Healing Salve', 'Boots of Speed', 'Enchanted Mango']","['Blink Dagger', 'Black King Bar', ""Shiva's Guard"", 'Octarine Core', 'Boots of Bearing', 'Scythe of Vyse']","['Wind Lace', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Urn of Shadows', 'Arcane Boots', 'Tranquil Boots', 'Phase Boots', 'Hand of Midas']","['Drum of Endurance', 'Spirit Vessel', 'Blink Dagger', 'Mekansm', ""Aghanim's Shard"", 'Guardian Greaves', 'Boots of Bearing', ""Eul's Scepter of Divinity"", 'Veil of Discord', 'Octarine Core', 'Tiara of Selemene', 'Black King Bar', ""Shiva's Guard"", 'Boots of Travel']","[""Aghanim's Scepter"", 'Scythe of Vyse', 'Overwhelming Blink']","['Wind Lace', 'Boots of Speed', 'Magic Wand', 'Tranquil Boots', 'Ring of Basilius', 'Urn of Shadows', 'Arcane Boots', 'Hand of Midas', 'Drum of Endurance', 'Blink Dagger', ""Aghanim's Shard""]"
177,Dragon Knight,Carry,FIRE DRAGON,919,46,"[1, 0, 1, 1]","['Breathe Fire', 'Dragon Tail', 'Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Breathe Fire', '+15 Damage']","['Quelling Blade', 'Circlet', 'Tango', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Faerie Fire', 'Circlet', 'Gauntlets of Strength']","['Black King Bar', 'Mjollnir', 'Daedalus', 'Satanic', 'Hurricane Pike', 'Power Treads']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Armlet of Mordiggian', 'Maelstrom']","['Mjollnir', 'Yasha', 'Dragon Lance', 'Orchid Malevolence', 'Sange and Yasha', 'Blink Dagger', 'Manta Style', 'Shadow Blade', 'Morbid Mask', ""Aghanim's Shard"", 'Black King Bar', 'Hurricane Pike', 'Crystalys', ""Aghanim's Scepter"", 'Daedalus', 'Silver Edge', 'Assault Cuirass', 'Bloodthorn', 'Monkey King Bar', 'Satanic']",['Swift Blink'],"['Bracer', 'Bracer', 'Magic Wand', 'Power Treads', 'Maelstrom', 'Mjollnir', 'Boots of Speed', 'Yasha', 'Blink Dagger', 'Dragon Lance', 'Morbid Mask', 'Black King Bar', 'Daedalus', 'Crystalys', 'Satanic', 'Hurricane Pike', 'Sange and Yasha', ""Aghanim's Shard"", 'Assault Cuirass', 'Monkey King Bar']"
178,Dragon Knight,Carry,CORROSIVE DRAGON,92,47,"[1, 0, 1, 0]","['Dragon Tail', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Breathe Fire', ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", 'Breathe Fire', 'Breathe Fire', 'Breathe Fire']","['Circlet', 'Quelling Blade', 'Tango', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Gauntlets of Strength', 'Circlet']","['Hurricane Pike', 'Black King Bar', 'Power Treads', 'Overwhelming Blink', 'Mjollnir', 'Blink Dagger']","['Bracer', 'Bracer', 'Magic Wand', 'Null Talisman', 'Boots of Speed', 'Power Treads']","['Maelstrom', 'Mage Slayer', 'Orchid Malevolence', 'Blink Dagger', 'Mjollnir', 'Yasha', 'Dragon Lance', 'Manta Style', 'Sange', 'Sange and Yasha', 'Black King Bar', 'Force Staff', ""Aghanim's Shard"", 'Shadow Blade', 'Hurricane Pike', 'Crystalys', ""Aghanim's Scepter"", 'Assault Cuirass', 'Daedalus', 'Bloodthorn']","['Silver Edge', 'Satanic', 'Overwhelming Blink', 'Octarine Core']","['Bracer', 'Magic Wand', 'Boots of Speed', 'Power Treads', 'Maelstrom', 'Bracer', 'Blink Dagger', 'Mjollnir', 'Dragon Lance', 'Orchid Malevolence', 'Yasha', 'Sange and Yasha', 'Black King Bar', 'Hurricane Pike']"
179,Dragon Knight,Mid,FIRE DRAGON,96,47,"[1, 0, 1, 1]","['Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Dragon Tail', ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", 'Breathe Fire', 'Breathe Fire', '+15 Damage']","['Tango', 'Quelling Blade', 'Gauntlets of Strength', 'Circlet', 'Iron Branch', 'Observer Ward', 'Iron Branch', 'Gauntlets of Strength', 'Circlet', 'Faerie Fire']","['Black King Bar', 'Daedalus', 'Bloodthorn', 'Manta Style', 'Hurricane Pike', 'Assault Cuirass']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads']","['Armlet of Mordiggian', 'Mage Slayer', 'Maelstrom', 'Blink Dagger', 'Orchid Malevolence', 'Sange and Yasha', 'Yasha', 'Mjollnir', 'Dragon Lance', 'Manta Style', 'Black King Bar', ""Aghanim's Shard"", 'Hurricane Pike', 'Bloodthorn', ""Aghanim's Scepter"", 'Morbid Mask', 'Crystalys', 'Assault Cuirass']","[""Linken's Sphere"", 'Eye of Skadi', 'Daedalus', 'Satanic', 'Overwhelming Blink', 'Swift Blink', 'Boots of Travel', 'Divine Rapier', 'Arcane Blink']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Mage Slayer', 'Maelstrom', 'Blink Dagger', 'Orchid Malevolence', 'Yasha', 'Manta Style', 'Black King Bar']"
180,Dragon Knight,Mid,CORROSIVE DRAGON,1223,50,"[1, 0, 1, 1]","['Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Dragon Tail', ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", 'Breathe Fire', 'Breathe Fire', 'Breathe Fire']","['Gauntlets of Strength', 'Observer Ward', 'Circlet', 'Tango', 'Iron Branch', 'Quelling Blade', 'Circlet', 'Iron Branch', 'Gauntlets of Strength', 'Magic Stick', 'Iron Branch', 'Faerie Fire']","['Black King Bar', 'Blink Dagger', 'Power Treads', 'Assault Cuirass', 'Bloodthorn', 'Hurricane Pike']","['Bracer', 'Bracer', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Power Treads']","['Blink Dagger', 'Mage Slayer', 'Orchid Malevolence', 'Yasha', 'Dragon Lance', 'Black King Bar', ""Aghanim's Shard"", 'Sange and Yasha', 'Manta Style', 'Hurricane Pike', 'Bloodthorn', 'Crystalys', ""Aghanim's Scepter"", 'Assault Cuirass']","['Monkey King Bar', 'Daedalus', 'Overwhelming Blink', 'Swift Blink']","['Bracer', 'Bracer', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Blink Dagger', 'Mage Slayer', 'Orchid Malevolence', 'Black King Bar', 'Bloodthorn', 'Assault Cuirass', 'Hurricane Pike', ""Aghanim's Shard"", 'Dragon Lance', ""Aghanim's Scepter""]"
181,Dragon Knight,Mid,FROST DRAGON,28,39,"[1, 0, 1, 0]","['Breathe Fire', ""Wyrm's Wrath"", 'Breathe Fire', 'Dragon Tail', 'Breathe Fire', 'Elder Dragon Form', 'Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", ""Wyrm's Wrath""]","['Quelling Blade', 'Iron Branch', 'Tango', 'Gauntlets of Strength', 'Circlet', 'Observer Ward', 'Gauntlets of Strength', 'Circlet', 'Magic Stick', 'Iron Branch']","['Power Treads', 'Blink Dagger', ""Aghanim's Scepter"", 'Sange and Yasha', 'Hurricane Pike', 'Silver Edge']","['Bottle', 'Bracer', 'Bracer', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Soul Ring', 'Power Treads']","['Hand of Midas', 'Maelstrom', 'Mage Slayer', 'Blink Dagger', 'Orchid Malevolence', 'Yasha', 'Mjollnir', 'Sange and Yasha', 'Dragon Lance', 'Hurricane Pike', 'Manta Style', 'Black King Bar', 'Assault Cuirass', 'Shadow Blade', ""Aghanim's Scepter""]","['Bloodthorn', 'Overwhelming Blink']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Mage Slayer', 'Blink Dagger']"
182,Dragon Knight,Offlane,FIRE DRAGON,134,49,"[1, 0, 1, 1]","['Breathe Fire', 'Dragon Tail', 'Breathe Fire', ""Wyrm's Wrath"", 'Breathe Fire', 'Elder Dragon Form', 'Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", ""Wyrm's Wrath""]","['Quelling Blade', 'Tango', 'Gauntlets of Strength', 'Circlet', 'Iron Branch', 'Iron Branch', 'Circlet', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick']","['Black King Bar', 'Mjollnir', 'Hurricane Pike', 'Blink Dagger', 'Monkey King Bar', 'Nullifier']","['Bracer', 'Bracer', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Power Treads']","['Mage Slayer', 'Maelstrom', 'Blink Dagger', 'Orchid Malevolence', 'Morbid Mask', 'Mjollnir', 'Yasha', 'Dragon Lance', ""Aghanim's Shard"", 'Sange and Yasha', 'Black King Bar', 'Manta Style', 'Assault Cuirass', 'Hurricane Pike', 'Bloodthorn', 'Crystalys', 'Daedalus', ""Aghanim's Scepter""]","['Monkey King Bar', 'Satanic', 'Eye of Skadi', 'Nullifier', 'Silver Edge', 'Swift Blink', 'Lotus Orb', 'Octarine Core', 'Boots of Travel 2']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Maelstrom', 'Mjollnir', 'Blink Dagger', 'Orchid Malevolence', ""Aghanim's Shard"", 'Yasha', 'Bloodthorn', 'Hurricane Pike', 'Dragon Lance', 'Manta Style', 'Black King Bar']"
183,Dragon Knight,Offlane,FIRE DRAGON,27,19,"[1, 0]","['Dragon Tail', 'Breathe Fire', 'Breathe Fire', ""Wyrm's Wrath"", 'Breathe Fire', 'Elder Dragon Form', 'Breathe Fire', ""Wyrm's Wrath"", ""Wyrm's Wrath"", '+15 Damage']","['Circlet', 'Tango', 'Quelling Blade', 'Gauntlets of Strength', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Iron Branch']",[],"['Bracer', 'Boots of Speed', 'Power Treads']","['Wind Lace', 'Mage Slayer', 'Maelstrom', 'Yasha', 'Manta Style', 'Mjollnir', 'Sange and Yasha', 'Silver Edge', 'Dragon Lance']",[],"['Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads']"
184,Dragon Knight,Offlane,CORROSIVE DRAGON,788,47,"[1, 0, 1, 1]","['Dragon Tail', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Breathe Fire', ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", 'Breathe Fire', 'Breathe Fire', 'Breathe Fire']","['Tango', 'Gauntlets of Strength', 'Circlet', 'Quelling Blade', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Circlet', 'Magic Stick', 'Iron Branch']","['Blink Dagger', 'Black King Bar', 'Power Treads', 'Assault Cuirass', 'Bloodthorn', 'Mage Slayer']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads']","['Hand of Midas', 'Blink Dagger', 'Mage Slayer', 'Orchid Malevolence', 'Yasha', ""Aghanim's Shard"", 'Dragon Lance', 'Sange and Yasha', 'Black King Bar', 'Manta Style', 'Hurricane Pike', 'Bloodthorn', ""Aghanim's Scepter""]","['Assault Cuirass', 'Daedalus', 'Monkey King Bar', 'Overwhelming Blink', 'Boots of Travel']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Blink Dagger', 'Orchid Malevolence', 'Mage Slayer', 'Yasha', ""Aghanim's Shard"", 'Black King Bar', 'Assault Cuirass', 'Bloodthorn', 'Hurricane Pike', ""Aghanim's Scepter""]"
185,Dragon Knight,Offlane,FROST DRAGON,108,56,"[1, 0, 1, 0]","['Dragon Tail', ""Wyrm's Wrath"", ""Wyrm's Wrath"", 'Breathe Fire', ""Wyrm's Wrath"", 'Elder Dragon Form', ""Wyrm's Wrath"", 'Breathe Fire', 'Breathe Fire', 'Breathe Fire']","['Tango', 'Quelling Blade', 'Gauntlets of Strength', 'Circlet', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Circlet', 'Iron Branch', 'Magic Stick']","['Black King Bar', 'Power Treads', 'Blink Dagger', 'Bloodthorn', 'Gleipnir', 'Hurricane Pike']","['Bracer', 'Bracer', 'Boots of Speed', 'Orb of Corrosion', 'Magic Wand', 'Power Treads', 'Soul Ring']","['Blink Dagger', 'Mage Slayer', 'Orchid Malevolence', 'Dragon Lance', ""Aghanim's Shard"", 'Manta Style', 'Black King Bar', 'Maelstrom', 'Bloodthorn', 'Shadow Blade', 'Hurricane Pike', ""Aghanim's Scepter"", 'Silver Edge']","['Assault Cuirass', 'Satanic', 'Gleipnir', 'Crystalys', ""Linken's Sphere"", 'Overwhelming Blink', 'Daedalus', 'Boots of Travel']","['Bracer', 'Bracer', 'Boots of Speed', 'Orb of Corrosion', 'Magic Wand', 'Power Treads', 'Blink Dagger', 'Mage Slayer', ""Aghanim's Shard"", 'Orchid Malevolence', 'Black King Bar', 'Dragon Lance']"
186,Drow Ranger,Carry,VANTAGE POINT,490,47,"[0, 1, 1, 1]","['Frost Arrows', 'Multishot', 'Frost Arrows', 'Gust', 'Multishot', 'Marksmanship', 'Multishot', 'Multishot', 'Frost Arrows', 'Frost Arrows']","['Tango', 'Circlet', 'Slippers of Agility', 'Iron Branch', 'Iron Branch', 'Quelling Blade', 'Magic Stick', 'Circlet', 'Iron Branch', 'Faerie Fire', 'Magic Wand']","['Hurricane Pike', 'Black King Bar', 'Power Treads', 'Manta Style', 'Butterfly', 'Daedalus']","['Wraith Band', 'Wraith Band', 'Magic Wand', 'Boots of Speed', 'Null Talisman', 'Power Treads', 'Wind Lace']","['Dragon Lance', 'Yasha', 'Hurricane Pike', 'Manta Style', ""Aghanim's Scepter"", 'Shadow Blade', ""Aghanim's Shard"", ""Linken's Sphere"", 'Black King Bar', 'Butterfly', 'Silver Edge', 'Crystalys']","['Daedalus', 'Blink Dagger', 'Octarine Core', 'Satanic', 'Divine Rapier', 'Boots of Travel', 'Boots of Travel 2']","['Wraith Band', 'Magic Wand', 'Boots of Speed', 'Null Talisman', 'Power Treads', 'Dragon Lance', 'Yasha', 'Hurricane Pike', 'Manta Style', ""Aghanim's Scepter"", 'Shadow Blade', ""Aghanim's Shard"", ""Linken's Sphere"", 'Black King Bar', 'Butterfly', 'Silver Edge', 'Crystalys', 'Daedalus']"
187,Drow Ranger,Carry,SIDESTEP,88,45,"[0, 1, 1, 1]","['Frost Arrows', 'Multishot', 'Frost Arrows', 'Gust', 'Multishot', 'Marksmanship', 'Multishot', 'Multishot', 'Frost Arrows', 'Frost Arrows']","['Tango', 'Slippers of Agility', 'Circlet', 'Iron Branch', 'Quelling Blade', 'Iron Branch', 'Circlet', 'Iron Branch', 'Magic Stick', 'Faerie Fire', 'Slippers of Agility']","['Hurricane Pike', 'Power Treads', 'Daedalus', 'Black King Bar', 'Butterfly', 'Manta Style']","['Wraith Band', 'Wraith Band', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Falcon Blade']","['Dragon Lance', 'Yasha', 'Manta Style', 'Hurricane Pike', ""Aghanim's Scepter"", ""Aghanim's Shard"", 'Shadow Blade', 'Disperser', 'Black King Bar', 'Butterfly']","['Blink Dagger', ""Linken's Sphere"", 'Silver Edge', 'Crystalys', 'Daedalus', 'Bottle', 'Boots of Travel']","['Wraith Band', 'Null Talisman', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Falcon Blade', 'Dragon Lance', 'Yasha', 'Manta Style', 'Hurricane Pike', ""Aghanim's Scepter"", 'Wraith Band', ""Aghanim's Shard"", 'Black King Bar', 'Crystalys', 'Butterfly']"
188,Earth Spirit,Mid,RESONANCE,648,49,"[1, 1, 1, 1]","['Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Magnetize', 'Boulder Smash', 'Rolling Boulder', 'Rolling Boulder', '+200 Rolling Boulder Distance']","['Tango', 'Faerie Fire', 'Observer Ward', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Iron Branch']","['Black King Bar', ""Shiva's Guard"", 'Octarine Core', 'Spirit Vessel', 'Blade Mail', 'Kaya and Sange']","['Bottle', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Power Treads', 'Spirit Vessel']","['Blade Mail', 'Hand of Midas', 'Kaya', 'Sange', 'Eternal Shroud', 'Veil of Discord', ""Eul's Scepter of Divinity"", 'Sange and Yasha', ""Aghanim's Shard"", 'Kaya and Sange', 'Black King Bar', ""Shiva's Guard"", 'Boots of Travel', 'Octarine Core', ""Aghanim's Scepter""]","['Heart of Tarrasque', 'Aether Lens', 'Refresher Orb', 'Wind Waker']","['Bottle', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Spirit Vessel', 'Power Treads', 'Blade Mail', 'Kaya and Sange', 'Black King Bar', ""Shiva's Guard"", 'Veil of Discord', ""Aghanim's Shard"", 'Octarine Core', ""Aghanim's Scepter""]"
189,Earth Spirit,Mid,STEPPING STONE,58,47,"[1, 1, 1]","['Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Magnetize', 'Rolling Boulder', 'Rolling Boulder', 'Geomagnetic Grip', '+200 Rolling Boulder Distance']","['Tango', 'Quelling Blade', 'Iron Branch', 'Observer Ward', 'Faerie Fire', 'Circlet', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Gauntlets of Strength']","['Spirit Vessel', 'Black King Bar', ""Aghanim's Scepter"", 'Blade Mail', 'Eternal Shroud', 'Magic Wand']","['Bottle', 'Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Spirit Vessel']","['Wind Lace', ""Eul's Scepter of Divinity"", 'Veil of Discord', 'Meteor Hammer', 'Blade Mail', 'Kaya', 'Mekansm', 'Aether Lens', 'Hand of Midas', 'Guardian Greaves', 'Eternal Shroud', 'Black King Bar', ""Aghanim's Scepter"", 'Tiara of Selemene', 'Octarine Core']",['Boots of Travel'],"['Bottle', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Spirit Vessel', ""Aghanim's Scepter"", 'Wind Lace', ""Eul's Scepter of Divinity""]"
190,Earth Spirit,Mid,STEPPING STONE,51,61,"[1, 1, 1, 1]","['Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Magnetize', 'Rolling Boulder', 'Rolling Boulder', 'Geomagnetic Grip', '+200 Rolling Boulder Distance']","['Tango', 'Observer Ward', 'Quelling Blade', 'Faerie Fire', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Circlet']","['Octarine Core', 'Black King Bar', ""Shiva's Guard"", 'Kaya and Sange', 'Ethereal Blade', 'Bloodstone']","['Bottle', 'Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Spirit Vessel', 'Power Treads']","['Blade Mail', 'Aether Lens', 'Meteor Hammer', 'Kaya', 'Eternal Shroud', 'Veil of Discord', 'Tiara of Selemene', 'Black King Bar', 'Kaya and Sange', ""Aghanim's Shard"", ""Shiva's Guard"", 'Octarine Core', ""Aghanim's Scepter"", 'Ghost Scepter']","['Bloodstone', 'Ethereal Blade', 'Wind Waker', 'Boots of Travel', 'Refresher Orb']","['Bottle', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Spirit Vessel', 'Power Treads', 'Blade Mail', 'Bracer', 'Kaya', ""Aghanim's Shard"", ""Shiva's Guard"", 'Veil of Discord', 'Kaya and Sange', 'Black King Bar', 'Octarine Core']"
191,Earth Spirit,Offlane,RESONANCE,79,43,"[1, 1, 1, 1]","['Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Rolling Boulder', 'Boulder Smash', 'Magnetize', 'Boulder Smash', 'Rolling Boulder', 'Rolling Boulder', '+200 Rolling Boulder Distance']","['Tango', 'Circlet', 'Iron Branch', 'Gauntlets of Strength', 'Quelling Blade', 'Magic Stick', 'Iron Branch', 'Circlet', 'Faerie Fire', 'Iron Branch', 'Gauntlets of Strength', 'Ring of Protection']","['Bracer', 'Boots of Speed', 'Spirit Vessel', ""Eul's Scepter of Divinity"", 'Kaya and Sange', 'Dagon']","['Bracer', 'Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Arcane Boots', 'Power Treads']","['Spirit Vessel', 'Wind Lace', 'Helm of Iron Will', 'Blade Mail', 'Hand of Midas', 'Veil of Discord', 'Eternal Shroud', 'Sange', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Black King Bar', 'Octarine Core', ""Shiva's Guard"", ""Aghanim's Scepter"", 'Ghost Scepter']","['Assault Cuirass', 'Scythe of Vyse', 'Dagon', 'Dagon', 'Dagon', 'Wind Waker']","['Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Power Treads', 'Spirit Vessel', 'Eternal Shroud', 'Black King Bar', 'Blade Mail', ""Shiva's Guard"", 'Veil of Discord', ""Aghanim's Shard"", 'Wind Lace']"
